Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2018-09-07 14:38:00,enp0s31f6,2404.00,971.00,3554.11,66.41,0.00,0.00,0.00,29.12
2018-09-07 14:38:00,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:00,wlp3s0,9.00,0.00,2.24,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:01,enp0s31f6,2403.00,959.00,3554.72,65.59,0.00,0.00,0.00,29.12
2018-09-07 14:38:01,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:01,wlp3s0,8.00,0.00,1.77,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:02,enp0s31f6,2228.00,891.00,3290.70,60.92,0.00,0.00,0.00,26.96
2018-09-07 14:38:02,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:02,wlp3s0,13.00,0.00,1.48,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:03,enp0s31f6,2347.00,961.00,3461.43,65.75,0.00,0.00,0.00,28.36
2018-09-07 14:38:03,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:03,wlp3s0,8.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:04,enp0s31f6,2405.00,987.00,3556.52,67.53,0.00,0.00,0.00,29.14
2018-09-07 14:38:04,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:04,wlp3s0,9.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:05,enp0s31f6,2337.00,941.00,3457.46,64.36,0.00,0.00,0.00,28.32
2018-09-07 14:38:05,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:05,wlp3s0,8.00,1.00,1.53,0.07,0.00,0.00,0.00,0.00
2018-09-07 14:38:06,enp0s31f6,2230.00,898.00,3297.68,61.43,0.00,0.00,0.00,27.01
2018-09-07 14:38:06,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:06,wlp3s0,6.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:07,enp0s31f6,2402.00,965.00,3553.82,65.99,0.00,0.00,0.00,29.11
2018-09-07 14:38:07,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:07,wlp3s0,12.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:38:08,enp0s31f6,2404.00,959.00,3554.79,65.59,0.00,0.00,0.00,29.12
2018-09-07 14:38:08,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
