Linux 4.15.0-33-generic (uspanzto20) 	09/07/2018 	_x86_64_	(8 CPU)

03:24:52 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:22 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:22 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:22 PM       7      0.00      0.00      0.99      0.00      0.00     99.01

03:25:22 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:23 PM     all      0.38      0.00      0.38      0.13      0.00     99.12
03:25:23 PM       0      1.00      0.00      1.00      1.00      0.00     97.00
03:25:23 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:23 PM       2      0.99      0.00      0.00      0.00      0.00     99.01
03:25:23 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:23 PM       4      1.03      0.00      0.00      0.00      0.00     98.97
03:25:23 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:23 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:23 PM       7      1.00      0.00      0.00      0.00      0.00     99.00

03:25:23 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:24 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:24 PM       0      0.99      0.00      0.99      0.00      0.00     98.02
03:25:24 PM       1      1.96      0.00      0.00      0.00      0.00     98.04
03:25:24 PM       2      0.00      0.00      1.00      0.00      0.00     99.00
03:25:24 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:24 PM       4      0.00      0.00      1.02      0.00      0.00     98.98
03:25:24 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:24 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:24 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:24 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:25 PM     all      0.50      0.00      0.25      0.00      0.00     99.25
03:25:25 PM       0      1.98      0.00      0.00      0.00      0.00     98.02
03:25:25 PM       1      1.00      0.00      0.00      0.00      0.00     99.00
03:25:25 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:25:25 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:25 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:25 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:25 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:25 PM       7      0.98      0.00      0.98      0.00      0.00     98.04

03:25:25 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:26 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:26 PM       0      1.00      0.00      0.00      0.00      0.00     99.00
03:25:26 PM       1      0.99      0.00      0.00      0.00      0.00     99.01
03:25:26 PM       2      0.99      0.00      0.00      0.00      0.00     99.01
03:25:26 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:26 PM       4      1.03      0.00      0.00      0.00      0.00     98.97
03:25:26 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:26 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:26 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:26 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:27 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:27 PM       0      1.00      0.00      0.00      0.00      0.00     99.00
03:25:27 PM       1      0.99      0.00      0.99      0.00      0.00     98.02
03:25:27 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:25:27 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:27 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:27 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:27 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:27 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:27 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:28 PM     all      0.25      0.00      0.38      0.13      0.00     99.25
03:25:28 PM       0      0.00      0.00      1.00      0.00      0.00     99.00
03:25:28 PM       1      1.96      0.00      0.98      0.98      0.00     96.08
03:25:28 PM       2      0.00      0.00      1.00      0.00      0.00     99.00
03:25:28 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:28 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:28 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:28 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:28 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:29 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:29 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:29 PM       1      1.01      0.00      0.00      0.00      0.00     98.99
03:25:29 PM       2      1.96      0.00      0.00      0.00      0.00     98.04
03:25:29 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:29 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:25:29 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:29 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:29 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:29 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:30 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:30 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:30 PM       1      0.99      0.00      0.00      0.00      0.00     99.01
03:25:30 PM       2      1.00      0.00      1.00      0.00      0.00     98.00
03:25:30 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:30 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:30 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:30 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:30 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:30 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:31 PM     all      0.25      0.00      0.38      0.00      0.00     99.37
03:25:31 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:31 PM       1      1.00      0.00      0.00      0.00      0.00     99.00
03:25:31 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:25:31 PM       3      1.00      0.00      0.00      0.00      0.00     99.00
